vendor,sku,vendor_code,item_name,image_relative_path,image_absolute_path,match_type,source_folder,details
MPWSR,120-436,120-436,Inline Fuel filter,Images\Manatee images\Inline Fuel filter.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Inline Fuel filter.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Inline Fuel filter.
MPWSR,12312-Z6L-000,12312-Z6L-000,Gasket; Head Cover Honda Engines 12312-Z6L-000,Images\Manatee images\12312-Z6L-000.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\12312-Z6L-000.jpg,manatee_exact_code,Manatee images,Matched local image filename on exact code token 12312-Z6L-000.
MPWSR,125-680,125-680,Honda GX 120-200 Oil Drain Plug,Images\Manatee images\Honda GX 120-200 Oil Drain Plug.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Honda GX 120-200 Oil Drain Plug.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Honda GX 120-200 Oil Drain Plug.
MPWSR,125-696,125-696,Honda GX 120-390 Oil Dipstick,Images\Manatee images\Honda GX 120-390 Oil Dipstick.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Honda GX 120-390 Oil Dipstick.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Honda GX 120-390 Oil Dipstick.
MPWSR,125-704,125-704,Honda GX 240-390 Oil Drain Plug,Images\Manatee images\Honda GX 240-390 Oil Drain Plug.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Honda GX 240-390 Oil Drain Plug.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Honda GX 240-390 Oil Drain Plug.
MPWSR,12INLIDFOR200GALTANK,12in Lid for 200gal tank,"12"" Lid for 200gal tank",Images\Manatee images\12in Lid for 200gal tank.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\12in Lid for 200gal tank.jpg,manatee_exact_code,Manatee images,Matched local image filename on exact code token 12in Lid for 200gal tank.
MPWSR,130-5G,130-5G,Crystal Coat SB Solvent base clear sealer,Images\Manatee images\Crystal Coat SB Solvent base clear sealer.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Crystal Coat SB Solvent base clear sealer.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Crystal Coat SB Solvent base clear sealer.
MPWSR,131-007,131-007,Intek Engines B&S spark plug,Images\Manatee images\Intek Engines B&S spark plug.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Intek Engines B&S spark plug.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Intek Engines B&S spark plug.
MPWSR,13211-Z6L-003,13211-Z6L-003,GX690 connecting rod bearing,Images\Manatee images\GX690 connecting rod bearing.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GX690 connecting rod bearing.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GX690 connecting rod bearing.
MPWSR,13310-Z6L-600,13310-Z6L-600,GX690 Crankshaft IGX800,Images\Manatee images\GX690 Crankshaft IGX800.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GX690 Crankshaft IGX800.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GX690 Crankshaft IGX800.
MPWSR,14-1223,14-1223,1'' ss rock catcher for graco paint sprayer,Images\Manatee images\1 Stainless Steel Rock Catcher For Graco Paint Sprayer.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\1 Stainless Steel Rock Catcher For Graco Paint Sprayer.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from 1"" Stainless Steel Rock Catcher For Graco Paint Sprayer."
MPWSR,14-1964,14-1964,3/4 Rock Catcher,Images\Manatee images\34 Rock Catcher.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\34 Rock Catcher.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 3/4 Rock Catcher.
MPWSR,14-2097,14-2097,Titan Filter,Images\Manatee images\Titan Filter.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Titan Filter.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Titan Filter.
MPWSR,14-2172,14-2172,Titan Gun Filter 60 Mesh 2 pack,Images\Manatee images\Titan Gun Filter 60 Mesh 2 pack.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Titan Gun Filter 60 Mesh 2 pack.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Titan Gun Filter 60 Mesh 2 pack.
MPWSR,14-2351,14-2351,1/2'' Graco rock catcher,Images\Manatee images\12'' Inlet Strainer Graco Rock Catcher.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\12'' Inlet Strainer Graco Rock Catcher.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/2'' Inlet Strainer Graco Rock Catcher.
MPWSR,14-2649,14-2649,"7/8"" Rock Catcher",Images\Manatee images\78 Rock Catcher.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\78 Rock Catcher.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from 7/8"" Rock Catcher."
MPWSR,14-2664,14-2664,Graco Gun Filter 60 Mesh Black,Images\Manatee images\Graco Gun Filter 60 Mesh Black.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Graco Gun Filter 60 Mesh Black.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Graco Gun Filter 60 Mesh Black.
MPWSR,14-2675,14-2675,Graco Short Filter,Images\Manatee images\Graco Short Filter.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Graco Short Filter.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Graco Short Filter.
MPWSR,14-2685,14-2685,Graco Medium Filter,Images\Manatee images\Graco Medium Filter.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Graco Medium Filter.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Graco Medium Filter.
MPWSR,14-2695,14-2695,Graco Long Filter,Images\Manatee images\Graco Long Filter.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Graco Long Filter.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Graco Long Filter.
MPWSR,14-3211,14-3211,"3/4"" MGH Rock Catcher",Images\Manatee images\34 MGH Rock Catcher.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\34 MGH Rock Catcher.jpg,manatee_exact_name,Manatee images,"Matched local image on exact normalized name from 3/4"" MGH Rock Catcher."
MPWSR,14-832,14-832,Graco 50 Mesh Gun Filter,Images\Manatee images\Graco 50 Mesh Gun Filter.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Graco 50 Mesh Gun Filter.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Graco 50 Mesh Gun Filter.
MPWSR,14.3,14.3,MTM Hydro Clear Foam Cannon,Images\Manatee images\MTM Hydro Clear Foam Cannon.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\MTM Hydro Clear Foam Cannon.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from MTM Hydro Clear Foam Cannon.
MPWSR,140-046,140-046,Starter Handle Small,Images\Manatee images\Starter Handle Small.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Starter Handle Small.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Starter Handle Small.
MPWSR,140-061,140-061,Starter Handle Big,Images\Manatee images\Starter Handle Big.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Starter Handle Big.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Starter Handle Big.
MPWSR,14100-ZE3-020,14100-ZE3-020,14100-ZE3-020 GX270 camshaft,Images\Manatee images\14100-ZE3-020.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14100-ZE3-020.jpg,manatee_exact_code,Manatee images,Matched local image filename on exact code token 14100-ZE3-020.
MPWSR,14100-ZEA-000,14100-ZEA-000,GX690 Cam,Images\Manatee images\GX690 Cam.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GX690 Cam.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GX690 Cam.
MPWSR,14100-ZF6-W01,14100-ZF6-W01,GX 390 Cam QAA2,Images\Manatee images\GX 390 Cam QAA2.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GX 390 Cam QAA2.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GX 390 Cam QAA2.
MPWSR,14431-Z0J-000,14431-Z0J-000,Rocker for Gc 160,Images\Manatee images\Rocker for Gc 160.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Rocker for Gc 160.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Rocker for Gc 160.
MPWSR,14441-Z0J-000,14441-Z0J-000,Rocker for GC 160 Ex,Images\Manatee images\Rocker for GC 160 Ex.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Rocker for GC 160 Ex.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Rocker for GC 160 Ex.
MPWSR,146-943,146-943,GX 160 Rope 200',Images\Manatee images\GX 160 Rope 200'.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\GX 160 Rope 200'.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from GX 160 Rope 200'.
MPWSR,146-951,146-951,Starter rope GX390 TrueBlue 200' Starter Rope #5 1/2 Solid Braid whole Roll,Images\Manatee images\Starter rope GX390 TrueBlue 200' Starter Rope #5 12 Solid Braid whole Roll.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Starter rope GX390 TrueBlue 200' Starter Rope #5 12 Solid Braid whole Roll.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Starter rope GX390 TrueBlue 200' Starter Rope #5 1/2 Solid Braid whole Roll.
MPWSR,MPWSR-FUEL-WATER-SEPERATOR-R12T-PARKER,1483,Fuel / Water Seperator (R12T) Parker Racor,Images\Manatee images\Fuel Water Seperator (R12T) Parker Racor.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Fuel Water Seperator (R12T) Parker Racor.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Fuel / Water Seperator (R12T) Parker Racor.
MPWSR,MPWSR-PARKER-R12T-FUEL-FILTER,1484,Parker R12T Fuel Filter,Images\Manatee images\Parker R12T Fuel Filter.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Parker R12T Fuel Filter.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Parker R12T Fuel Filter.
MPWSR,15-1498,15-1498,Graco Bottom Cylinder O Ring,Images\Manatee images\Graco Bottom Cylinder O Ring.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Graco Bottom Cylinder O Ring.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Graco Bottom Cylinder O Ring.
MPWSR,150-683,150-683,Red GC-GCV Recoil Starter Assy.,Images\Manatee images\Red Honda GC-GCV Recoil Starter Assembly.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Red Honda GC-GCV Recoil Starter Assembly.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Red Honda GC-GCV Recoil Starter Assembly.
MPWSR,15045,15045,1/4 Meg SurfaceCleaner Nozzle 4.5 GPM 15 Degree 15045,Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\14 High Pressure Tips Stainless Steel.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from 1/4 High Pressure Tips Stainless Steel.
MPWSR,155-BA,155-BA,Ure Shades Tint Barnacle,Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Ure-Shades Paver Sealing Tint.
MPWSR,155-BR,155-BR,Ure Shades Tint Brick Red,Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Ure-Shades Paver Sealing Tint.
MPWSR,155-CB,155-CB,Ure Shades Tint Canyon Brown,Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Ure-Shades Paver Sealing Tint.
MPWSR,155-CD,155-CD,Ure Shades Tint Coral Dust,Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Ure-Shades Paver Sealing Tint.
MPWSR,155-DG,155-DG,Ure Shades Tint Desert Gold,Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Ure-Shades Paver Sealing Tint.
MPWSR,155-EW,155-EW,Ure-Shades English Walnut,Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Ure-Shades Paver Sealing Tint.
MPWSR,155-GR,155-GR,Ure Shades Tint Granite Gray,Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Ure-Shades Paver Sealing Tint.
MPWSR,155-RC,155-RC,Ure Shades Tint Red Clay,Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Ure-Shades Paver Sealing Tint.
MPWSR,155-SL,155-SL,Ure Shades Tint Slate Black,Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Ure-Shades Paver Sealing Tint.
MPWSR,155-TA,155-TA,Ure Shades Tint Tan,Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Ure-Shades Paver Sealing Tint.
MPWSR,155-TAX2,155-TAx2,Ure Shades Tint Double Tan,Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Ure-Shades Paver Sealing Tint.
MPWSR,155-WW,155-WW,Ure Shades Tint White Wash,Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Ure-Shades Paver Sealing Tint.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Ure-Shades Paver Sealing Tint.
MPWSR,15605-ZDX-003,15605-ZDX-003,Oil Cooler for GX800,Images\Manatee images\Oil Cooler for GX800.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Oil Cooler for GX800.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Oil Cooler for GX800.
MPWSR,15655-Z6L-000,15655-Z6L-000,Dip Stick for GX690,Images\Manatee images\Dip Stick for GX690.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Dip Stick for GX690.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Dip Stick for GX690.
MPWSR,1567,1567,P40 Vam Plug O-Ring 3.53x34.52 1210.0506 #60,Images\Manatee images\Comet P40 Vam Plug O-Ring 3.53x34.52 1210.0506 #60.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Comet P40 Vam Plug O-Ring 3.53x34.52 1210.0506 #60.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Comet P40 Vam Plug O-Ring 3.53x34.52 1210.0506 #60.
MPWSR,1568,1568,P40 Delivery Spacer 0601.0457,Images\Manatee images\Delivery Spacer For Comet P-40 0601.0457 #62.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Delivery Spacer For Comet P-40 0601.0457 #62.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Delivery Spacer For Comet P-40 0601.0457 #62.
MPWSR,1574,1574,Suction Spacer P40 0601.0458,Images\Manatee images\Suction Spacer For Comet P-40 0601.0458 #61.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Suction Spacer For Comet P-40 0601.0458 #61.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Suction Spacer For Comet P-40 0601.0458 #61.
MPWSR,1577,1577,Complete Valve Kit for Comet P40 1220.0105 #103,Images\Manatee images\Check Valve and O-Ring for Comet P40 1220.0105 #103.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Check Valve and O-Ring for Comet P40 1220.0105 #103.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Check Valve and O-Ring for Comet P40 1220.0105 #103.
MPWSR,1578,1578,P40 Diaphragm 1800.0088 #52,Images\Manatee images\Diaphragm for Comet P40 1800.0088 #52.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Diaphragm for Comet P40 1800.0088 #52.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Diaphragm for Comet P40 1800.0088 #52.
MPWSR,1579,1579,"P40 Outlet Elbow Coupling Ø20 - G1"" 2801.0110 #77","Images\Manatee images\P40 Outlet Elbow Coupling Ø20 - G1"" 2801.0110 #77.jpg","C:\Codex\AZCS Inventory\Images\Manatee images\P40 Outlet Elbow Coupling Ø20 - G1"" 2801.0110 #77.jpg",manatee_exact_name,Manatee images,"Matched local image on exact normalized name from P40 Outlet Elbow Coupling Ø20 - G1"" 2801.0110 #77."
MPWSR,1580,1580,"P40 Bypass Wing Nut 3/4"" 1200.0059 #12",Images\Manatee images\P40 Bypass Wing Nut 1200.0059 #12.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\P40 Bypass Wing Nut 1200.0059 #12.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from P40 Bypass Wing Nut 1200.0059 #12.
MPWSR,1581,1581,"P40 Bypass Elbow Ø13 - G3/4"" 2801.0080 #13","Images\Manatee images\P40 Bypass Elbow Ø13 - G34"" 2801.0080 #13.jpg","C:\Codex\AZCS Inventory\Images\Manatee images\P40 Bypass Elbow Ø13 - G34"" 2801.0080 #13.jpg",manatee_exact_name,Manatee images,"Matched local image on exact normalized name from P40 Bypass Elbow Ø13 - G3/4"" 2801.0080 #13."
MPWSR,1582,1582,P40 O-Ring 2.62x13.1 Viton for 1581 Parts 1210.0086 #14,Images\Manatee images\Viton O-Ring For Comet P-40 1210.0086 #14.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Viton O-Ring For Comet P-40 1210.0086 #14.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Viton O-Ring For Comet P-40 1210.0086 #14.
MPWSR,1583,1583,"P40 Fittings Kit (Inlet & Outlet Barb, O-Ring, Ring Nut) 0199.2816 #104",Images\Manatee images\Comet P40 Fittings Kit 0199.2816 #104.jpg,C:\Codex\AZCS Inventory\Images\Manatee images\Comet P40 Fittings Kit 0199.2816 #104.jpg,manatee_exact_name,Manatee images,Matched local image on exact normalized name from Comet P40 Fittings Kit 0199.2816 #104.
